profile_name,post_url,post_caption,post_keywords,post_likes,comment_author,comment_text,comment_id,comment_keywords,comment_likes
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,__sumit__negii,mine crush dm Kiy h,18477785128056054,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,__sumit__negii,mine crush hoty 🥵,18050104408900459,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,cutieetanya_roy,Dmd u,18022427777356817,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,pearltara.ethnic,Beautiful as always ❤❤,17916895551043545,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ai_drishti,@santoshkalbhor6 thanks 😍,18157109608337470,@santoshkalbhor6,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,kumar668011,Good morning Have a beautiful day,17968677365698277,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ramesh.badiger.1987,Super ❤️,18051677102077122,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,himanshu7941verma,😍Very😍 cute 😍very 😍very 😍beautiful😍 mam😍❤️❤️,18074067952612912,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,jitendrabeherajitan,Beautiful ❤️❤️❤️😍😍😍,18282727069245134,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,sanjoymandi84,Very nice beautiful 😍 😘 👌 ❤ 💕 awesome 👌 👏 👍 😍 💖 ❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍,17930356664963097,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,manojmahto8445,Itni sundar hone ka kya Raj hai 👌👌,18310480561167351,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,pankaj_sardar_2o22,So beautiful 🔥,18038223182207345,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,sanjoymandi84,Very  nice beautiful 😍 😘 👌 ❤ 💕 😊 😍 😘,17926004678988372,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,jaysingh5866,I like this moment,18085755505533914,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,kumar668011,Amazing  beauty ❤️❤️❤️❤️,18009058883657946,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,riazcheeda,Gorgeous 🥰😍🥰🥰😍😍🥰🥰,18063370465702480,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,nagender461,Mind blowing ❤️❤️❤️❤️❤️,18059403856677110,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,montymonty883,Rpli to kro,18045631358032890,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,raj25302022,You are Real beauty Queen 👑👑👑 dear friend 🙏🌹🙏,17906479968026111,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,harshadagaja,Beautiful ♥️♥️♥️♥️♥️,17948112509763376,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,manish__7670,Very nice,17863146942264617,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,sanje_evkumar979,Hi ji 🙋❤️👍🥰,18068634409567302,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ai_drishti,@riazcheeda 😍,18022847177609898,@riazcheeda,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,55_h_sharma,lll 👁️ lll so superior amazing deep heart ❤️ attracting geourgious cuteness sexiest lovely 🌹💋🌹 angel of Rajasthan ❤️💋👄🔥👄💋❤️an so looking geourgious cuteness fitness smartness an compounded sexiest hotty beauuuty senorita lll 👁️ lll,17940892712791339,,1
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,alih.assanabbasi,So sweet,17880082854171135,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,khushi__singh__cute788,Nyc di😍😍😍😍❤️❤️,17935984214927171,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,curlhair1777,Very beautiful,18280541440173396,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,kamblebharat659,Jay Bhim good morning,17909600349033677,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,kamblebharat659,So beautiful photo graphy,18332161375145869,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,kamblebharat659,Jay Bhim,18027134231525719,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,jwa_motion_film,jwa_motion_film,17846051382309975,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,shiv_sej1617,My princess is back ❤️❤️❤️❤️❤️,18009278315453684,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,madanlal.seervi.5454,Kya khubsurat ho g love you,18039779729129862,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,piyus_marik,1 like,18034207112225273,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,abhishek__verma__933,Nice sis cute ❤️❤️🥰🥰🥰🥰🥰❤️❤️👏,17940974792905371,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,manishshahmanu,Natural beauty,18044218946494174,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,446merajanu,Beautiful,18269042812216375,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,sameer.up53,Hi,18040348868080274,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ajaysinhchaudhary,So sweet and Creamy Cute !!!,17860049520186387,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,maheshkumar110646,nice,18036480940900725,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,rafique__khalifa,Nice,18273052666246601,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,madireqed93,1 like,18038663489495395,,1
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,carlos_andres_sepulveda_,Me encantas tus ojos son divinos 😍,17850778062242639,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,carlos_andres_sepulveda_,Eres el sol que brilla todas mis mañanas 🔥,18008271542373390,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,laxmanmunde583,Divine picture,18019523117409965,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,chandrasubhash354,Mere message ka reply nhi di.ab koi message ni karunga,17885037633097017,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,vijaychavda9439,"जरा, तस्वीर छे,तुम, निकल,कर, सामने आव,मेरी, महेबुबा❤️",17909346329991208,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ljaganchakravarth,Very ❤️ PRETTY in 2nd &  3rd  pic becoz of BINDI...... Always  keep bindi.....,18038527748059327,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,rajedra639,बहुत क्यूट हो 🔥,18007687646357232,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,kamlesh7104singh,Jay Siyaram,18036410003025720,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,snake_hiss_kiss,Looking Good with this Dress..But u Should have Combed u r Hair Upwards..Give a New Look..🌷👈Cutie,17985240299559491,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,arunrajaisp,KeyA hal hai jan❤️❤️❤️❤️❤️❤️❤️❤️👏👏👏,18029649578019769,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ii_ush_,Reply me on profile,18053684443704652,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ii_ush_,Nidhi Agrawal,18344448172188129,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ii_ush_,taqdeer movie ki heroine lag rhi ho,17926744031923874,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,su.jeet7286,Very hot😍love you😘,18029230718471599,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,gopale_suraj,Very very beautiful 🔥❤️😍👌,18031872650280821,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,vijaysingh1735,Very nice,17885823849014950,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,aswini._2001,Happy birthday didi,18276490744237421,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,aswini._2001,Outstanding,18174746350306941,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,malhi3567,Very very beautiful ❤️,18035309585018207,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,andi_vijayan,Nice ❤️❤️❤️,17984445662700451,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,chinnarajkirubanandakumar,❤️இனிய காலை வணக்கம் மேடம் வாழ்க வளமுடன் வாழ்க பல்லாண்டு ❤💘❤,17982301001566367,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,manisha_solanki8334,I love you😊😊,18052644091627506,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,mr_waseem_raj,Gazab,18036411706847346,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,makwanamehulj,Good morning🌹 have a nice day,18040911727899187,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ai_drishti,@_pravin_dutt 😍,17859235674206349,@_pravin_dutt,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,vinodsingla89,GoGood Song,17986134536742449,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,jayant_2797,nce beautiful charming instaoxicating personality stunning designer out-fit u r looking georgious killer eyes 🖤💗🖤💕,17971339883619201,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,suchit0006,looking to good dear🔥❤️🙌,18036401696063611,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,iam_nrk00001,Bahut khoobsurat lag rahi ho baby,18311886115156364,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,arunrajaisp,गुडनाईट जान❤️❤️❤️👏👏🙌🙌,17911542665881411,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,01_tech_ansari_x,Beauty 👌,18050765761737521,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,rajeshsolanki626513,❤️❤️❤️❤️ क्योटिम 🌹🌹🌹🌹🌹,18084028516464972,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,itz_pankaj_0143,Very cuteness 😍🔥,18023861843208924,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,arunrajaisp,अपना फोटो का इस्टोरी लगाओ ना आपको देखने के लिए बहुत मन कर रहा है❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️👏👏👏👏👏👏👏👏🙌🙌🙌🙌,18035068651844167,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,arunrajaisp,तुम मेरे हम तेरे ठीक हेना मेरी सुगी❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️👏👏👏👏👏👏👏👏👏,18121968151368676,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,arunrajaisp,गुडनाईट मेरी दिल के धरकन,18016110374168015,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,arunrajaisp,तुम कितनी कीउट लगती हो मेरी जान❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️👏👏👏👏👏🙌🙌🙌🙌🙌🙌,18003313154350618,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,arunrajaisp,आरे यार एक बार मेरे तरफ़ देखे❤️❤️❤️🙌🙌🙌❤️❤️❤️❤️❤️❤️❤️❤️,18018383909121050,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,jigneshkk21,❤️n🌹i🔥c👌e💕,18009251258292197,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,azarul_890,So sweety 💕,17972669321726213,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,shifaanoorshekh,Nice Nice Very Very Nice 👍 Nice 👍👍,18153917989311747,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,amit34278,Ååp̊ m̊e̊r̊i̊ c̊h̊o̊t̊i̊ s̊i̊ h̊e̊l̊p̊ k̊år̊ d̊o̊ p̊l̊e̊ås̊e̊,18057997174627783,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,amit34278,H̊e̊l̊l̊o̊ d̊r̊ås̊t̊i̊c̊ j̊i̊ m̊e̊r̊i̊ h̊e̊l̊p̊ k̊år̊o̊ 💹💹,18130884808346249,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,vijaychavda9439,"आ,तस्वीर,में,अपने, पास, रखलू",18442092586043177,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,its_n_p_nitu_1432_,Cute baby😍😍🔥❤️,17941080830827771,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ddheerajyadav225,Dekhne ke liye kitne rupaye ticket lagta hai,18039078847770835,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ddheerajyadav225,Very beautiful,18004288706561559,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,sant.o6162,You are the princess of the whole world❤️❤️,18056227543714948,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,instaquotereal,Kya haal hai mam❤️❤️👌,18006632495544706,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,shifaanoorshekh,@shifaanoorshekh Shukriya Aye Husnoki Nalika Shukriya Shukriya,17907102995985425,@shifaanoorshekh,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ai_drishti,@ddheerajyadav225 thanks,17886936339056858,@ddheerajyadav225,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ai_drishti,@instaquotereal 😍,18005801558548040,@instaquotereal,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,govindravat4,Cute pic,18033652753878014,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,sunilgupta590,Awesome pic i 143🌹❤️❤️,18302020201092728,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,sanjeev_bansal_36704303,preety look beta,18045685402835911,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,sarvottamkumarrajput,❤️❤️❤️❤️ very lovely 🌹🌹🌹🌹,18107533249365155,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,juancarlosalfaro69,Bebé hms 😮,18119429698371614,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,solnkipintusingh,hii,18043195363889799,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,chirag_patel622,So much beautiful U R 💞💞💕💕💖💖💖💖💞💖💞💕💕,18282907684201906,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,rajendravishwakarma_v,Very nice,18017814227124010,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,dee.company08,Mesmerising Beuti ❤️❤️❤️,18345020206113799,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,aminulislamhelal9,Best young so sweet 🌹,17882105190077198,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,srinivaskatta9422,Wow What a beautiful baby,18029701891923026,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,aithybuyhlaa,Beautiful🌹🌹🌹,18038630524935675,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,rajendrauikeyrajendrauikey644,Black beauty 😍😍😍,18033666275049796,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,des_toye_r,Love you too 🌹,18115418851346756,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,des_toye_r,Queen 👑,17980423688686831,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,jankiallawat_royal_king,AAP Rajasthan se ho kiya babu ❤️💕 ❤️❤️❤️❤️🌹🌹🌹,18002404700343026,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,shatyamsingh12,So beautiful ❤️ ji,17868590430132257,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ai_drishti,@govindravat4 😍,18067522483549964,@govindravat4,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ai_drishti,@des_toye_r 😍,18027594017175294,@des_toye_r,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ai_drishti,@jankiallawat_royal_king ji😍,18012778010399911,@jankiallawat_royal_king,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ai_drishti,@shatyamsingh12 😍😍,18271342339236855,@shatyamsingh12,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,kumardeepak2754,Nice,17928145706879729,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,ravindermaurya739,Hi cutie girl,18054113086643220,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,abhishek._up_52,Very Beautiful ❤️,18045904639826609,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,neerajverma853,11 likes,18024513914187390,,11
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,agnaljoseph,Princess 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹,18031649918013773,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,sushil_3208,I like you ❤️❤️❤️,18012326411215091,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,chandrasubhash354,मुझसे दोस्ती करोगी या नहीं।रिप्लाई दो,18146606299320717,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,chandrasubhash354,दृष्टि बात करो मुझसे,18051285562677366,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,khan.ayan787786,"Mai kya kahoon ki mujhe sukoon q nahi aata, mai kya karoon ki tujhe dekhne ki aadat si hai❤️❤️❤️❤️🌹🌹😍😍",17846355036240375,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,im_fizz_000,Hello ji,17994805088485631,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,manoja_kumar_mahapatro,Look very good Best of luck,18036028522956154,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,kalakanhusethy12,Very beautiful creativity,18111030031386442,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,richard7225wilson,Beautiful costume Drishti..🌹❤️Happy Saturday,17882456190077661,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,bablusingh7544,Beautiful 👌❤️🌹,18021467099262257,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,mirzaballee4694,Beautiful,18035819815838685,,0
ai_drishti,https://www.instagram.com/ai_drishti/p/C8e0zigPiCg/,Edited,,0,omprakash8976,Wow so beautiful ❤️❤️,18139812208328957,,0
